Time,Basis date,Validity date,City,Persist. value,EC,C3
2,27-02-17,28-02-17,Ashdod,83,23,69
1,28-02-17,28-02-17,Ashdod,83,56,58
2,27-02-17,28-02-17,Beer Sheva,12,20,14
1,28-02-17,28-02-17,Beer Sheva,12,19,15
2,27-02-17,28-02-17,Bet Shean,24,27,16
1,28-02-17,28-02-17,Bet Shean,24,27,14
2,27-02-17,28-02-17,Elat,12,20,21
1,28-02-17,28-02-17,Elat,12,23,31
2,27-02-17,28-02-17,En Gedi,20,32,16
1,28-02-17,28-02-17,En Gedi,20,34,19
2,27-02-17,28-02-17,Haifa,20,30,23
1,28-02-17,28-02-17,Haifa,20,28,23
2,27-02-17,28-02-17,Jerusalem,15,21,16
1,28-02-17,28-02-17,Jerusalem,15,24,18
2,27-02-17,28-02-17,Lod,52,30,21
1,28-02-17,28-02-17,Lod,52,31,33
2,27-02-17,28-02-17,Mizpe Ramon,13,17,16
1,28-02-17,28-02-17,Mizpe Ramon,13,19,20
2,27-02-17,28-02-17,Nazareth,15,24,19
1,28-02-17,28-02-17,Nazareth,15,23,19
2,27-02-17,28-02-17,Qazrin,14,22,20
1,28-02-17,28-02-17,Qazrin,14,22,18
2,27-02-17,28-02-17,Tel Aviv,73,28,28
1,28-02-17,28-02-17,Tel Aviv,73,35,33
2,27-02-17,28-02-17,Tiberias,27,26,17
1,28-02-17,28-02-17,Tiberias,27,21,21
2,27-02-17,28-02-17,Zefat,18,26,19
1,28-02-17,28-02-17,Zefat,18,28,19
2,28-02-17,01-03-17,Afula,39,66,39
1,01-03-17,01-03-17,Afula,39,59,59
2,28-02-17,01-03-17,Ashdod,66,82,85
1,01-03-17,01-03-17,Ashdod,66,81,81
2,28-02-17,01-03-17,Beer Sheva,22,35,51
1,01-03-17,01-03-17,Beer Sheva,22,29,29
2,28-02-17,01-03-17,Bet Shean,49,58,32
1,01-03-17,01-03-17,Bet Shean,49,67,67
2,28-02-17,01-03-17,Elat,16,28,29
1,01-03-17,01-03-17,Elat,16,27,27
2,28-02-17,01-03-17,En Gedi,25,44,23
1,01-03-17,01-03-17,En Gedi,25,54,54
2,28-02-17,01-03-17,Haifa,20,63,53
1,01-03-17,01-03-17,Haifa,20,58,58
2,28-02-17,01-03-17,Jerusalem,22,55,43
1,01-03-17,01-03-17,Jerusalem,22,58,58
2,28-02-17,01-03-17,Lod,35,51,56
1,01-03-17,01-03-17,Lod,35,50,50
2,28-02-17,01-03-17,Mizpe Ramon,19,28,34
1,01-03-17,01-03-17,Mizpe Ramon,19,31,31
2,28-02-17,01-03-17,Nazareth,24,66,45
1,01-03-17,01-03-17,Nazareth,24,58,58
2,28-02-17,01-03-17,Qazrin,27,55,44
1,01-03-17,01-03-17,Qazrin,27,60,60
2,28-02-17,01-03-17,Tel Aviv,28,65,67
1,01-03-17,01-03-17,Tel Aviv,28,66,66
2,28-02-17,01-03-17,Tiberias,39,59,41
1,01-03-17,01-03-17,Tiberias,39,62,62
2,28-02-17,01-03-17,Zefat,24,64,41
1,01-03-17,01-03-17,Zefat,24,62,62
2,01-03-17,02-03-17,Afula,82,50,64
1,02-03-17,02-03-17,Afula,82,56,65
2,01-03-17,02-03-17,Ashdod,75,82,89
1,02-03-17,02-03-17,Ashdod,75,80,80
2,01-03-17,02-03-17,Beer Sheva,38,73,73
1,02-03-17,02-03-17,Beer Sheva,38,60,64
2,01-03-17,02-03-17,Bet Shean,69,46,53
1,02-03-17,02-03-17,Bet Shean,69,54,59
2,01-03-17,02-03-17,Elat,27,27,32
1,02-03-17,02-03-17,Elat,27,28,28
2,01-03-17,02-03-17,En Gedi,49,57,50
1,02-03-17,02-03-17,En Gedi,49,54,45
2,01-03-17,02-03-17,Haifa,57,62,86
1,02-03-17,02-03-17,Haifa,57,67,78
2,01-03-17,02-03-17,Jerusalem,59,74,78
1,02-03-17,02-03-17,Jerusalem,59,75,78
2,01-03-17,02-03-17,Lod,58,63,72
1,02-03-17,02-03-17,Lod,58,75,71
2,01-03-17,02-03-17,Mizpe Ramon,21,47,58
1,02-03-17,02-03-17,Mizpe Ramon,21,44,51
2,01-03-17,02-03-17,Nazareth,73,53,72
1,02-03-17,02-03-17,Nazareth,73,59,66
2,01-03-17,02-03-17,Qazrin,71,54,77
1,02-03-17,02-03-17,Qazrin,71,71,79
2,01-03-17,02-03-17,Tel Aviv,51,72,77
1,02-03-17,02-03-17,Tel Aviv,51,75,77
2,01-03-17,02-03-17,Tiberias,65,49,73
1,02-03-17,02-03-17,Tiberias,65,71,80
2,01-03-17,02-03-17,Zefat,78,51,67
1,02-03-17,02-03-17,Zefat,78,65,66
2,02-03-17,03-03-17,Afula,70,50,50
1,03-03-17,03-03-17,Afula,70,55,53
2,02-03-17,03-03-17,Ashdod,83,65,83
1,03-03-17,03-03-17,Ashdod,83,58,74
2,02-03-17,03-03-17,Beer Sheva,54,48,49
1,03-03-17,03-03-17,Beer Sheva,54,45,45
2,02-03-17,03-03-17,Bet Shean,52,44,47
1,03-03-17,03-03-17,Bet Shean,52,42,36
2,02-03-17,03-03-17,Elat,33,26,32
1,03-03-17,03-03-17,Elat,33,28,26
2,02-03-17,03-03-17,En Gedi,37,44,31
1,03-03-17,03-03-17,En Gedi,37,46,35
2,02-03-17,03-03-17,Haifa,83,66,61
1,03-03-17,03-03-17,Haifa,83,57,60
2,02-03-17,03-03-17,Jerusalem,74,55,68
1,03-03-17,03-03-17,Jerusalem,74,56,60
2,02-03-17,03-03-17,Lod,66,52,82
1,03-03-17,03-03-17,Lod,66,53,61
2,02-03-17,03-03-17,Mizpe Ramon,44,41,47
1,03-03-17,03-03-17,Mizpe Ramon,44,42,40
2,02-03-17,03-03-17,Nazareth,72,74,55
1,03-03-17,03-03-17,Nazareth,72,64,57
2,02-03-17,03-03-17,Qazrin,80,65,60
1,03-03-17,03-03-17,Qazrin,80,54,75
2,02-03-17,03-03-17,Tel Aviv,76,52,77
1,03-03-17,03-03-17,Tel Aviv,76,59,65
2,02-03-17,03-03-17,Tiberias,70,49,42
1,03-03-17,03-03-17,Tiberias,70,56,46
2,02-03-17,03-03-17,Zefat,83,63,51
1,03-03-17,03-03-17,Zefat,83,56,58
2,03-03-17,04-03-17,Afula,61,56,57
1,04-03-17,04-03-17,Afula,61,50,56
2,03-03-17,04-03-17,Ashdod,78,71,76
1,04-03-17,04-03-17,Ashdod,78,70,71
2,03-03-17,04-03-17,Beer Sheva,49,42,48
1,04-03-17,04-03-17,Beer Sheva,49,38,60
2,03-03-17,04-03-17,Bet Shean,55,37,45
1,04-03-17,04-03-17,Bet Shean,55,38,42
2,03-03-17,04-03-17,Elat,33,31,28
1,04-03-17,04-03-17,Elat,33,33,29
2,03-03-17,04-03-17,En Gedi,19,54,40
1,04-03-17,04-03-17,En Gedi,19,58,42
2,03-03-17,04-03-17,Haifa,74,65,72
1,04-03-17,04-03-17,Haifa,74,55,71
2,03-03-17,04-03-17,Jerusalem,71,54,55
1,04-03-17,04-03-17,Jerusalem,71,51,53
2,03-03-17,04-03-17,Lod,69,64,64
1,04-03-17,04-03-17,Lod,69,52,59
2,03-03-17,04-03-17,Mizpe Ramon,41,45,46
1,04-03-17,04-03-17,Mizpe Ramon,41,47,47
2,03-03-17,04-03-17,Nazareth,74,64,62
1,04-03-17,04-03-17,Nazareth,74,61,54
2,03-03-17,04-03-17,Qazrin,76,57,73
1,04-03-17,04-03-17,Qazrin,76,50,64
2,03-03-17,04-03-17,Tel Aviv,64,64,67
1,04-03-17,04-03-17,Tel Aviv,64,55,67
2,03-03-17,04-03-17,Tiberias,50,53,69
1,04-03-17,04-03-17,Tiberias,50,50,64
2,03-03-17,04-03-17,Zefat,80,51,61
1,04-03-17,04-03-17,Zefat,80,51,50
2,04-03-17,05-03-17,Afula,53,36,43
1,05-03-17,05-03-17,Afula,53,36,46
2,04-03-17,05-03-17,Ashdod,71,77,82
1,05-03-17,05-03-17,Ashdod,71,70,77
2,04-03-17,05-03-17,Beer Sheva,48,37,46
1,05-03-17,05-03-17,Beer Sheva,48,39,36
2,04-03-17,05-03-17,Bet Shean,46,35,27
1,05-03-17,05-03-17,Bet Shean,46,37,31
2,04-03-17,05-03-17,Elat,31,28,23
1,05-03-17,05-03-17,Elat,31,29,27
2,04-03-17,05-03-17,En Gedi,43,49,30
1,05-03-17,05-03-17,En Gedi,43,48,42
2,04-03-17,05-03-17,Haifa,56,55,59
1,05-03-17,05-03-17,Haifa,56,56,58
2,04-03-17,05-03-17,Jerusalem,55,45,34
1,05-03-17,05-03-17,Jerusalem,55,46,26
2,04-03-17,05-03-17,Lod,51,47,54
1,05-03-17,05-03-17,Lod,51,47,61
2,04-03-17,05-03-17,Mizpe Ramon,51,28,25
1,05-03-17,05-03-17,Mizpe Ramon,51,32,28
2,04-03-17,05-03-17,Nazareth,55,43,57
1,05-03-17,05-03-17,Nazareth,55,46,52
2,04-03-17,05-03-17,Qazrin,61,38,47
1,05-03-17,05-03-17,Qazrin,61,39,60
2,04-03-17,05-03-17,Tel Aviv,62,63,69
1,05-03-17,05-03-17,Tel Aviv,62,59,66
2,04-03-17,05-03-17,Tiberias,62,50,51
1,05-03-17,05-03-17,Tiberias,62,49,53
2,04-03-17,05-03-17,Zefat,62,44,53
1,05-03-17,05-03-17,Zefat,62,46,48
2,05-03-17,06-03-17,Afula,39,34,39
1,06-03-17,06-03-17,Afula,39,34,39
2,05-03-17,06-03-17,Ashdod,66,72,78
1,06-03-17,06-03-17,Ashdod,66,73,68
2,05-03-17,06-03-17,Beer Sheva,40,20,36
1,06-03-17,06-03-17,Beer Sheva,40,24,34
2,05-03-17,06-03-17,Bet Shean,41,33,27
1,06-03-17,06-03-17,Bet Shean,41,33,25
2,05-03-17,06-03-17,Elat,26,13,20
1,06-03-17,06-03-17,Elat,26,13,22
2,05-03-17,06-03-17,En Gedi,40,45,23
1,06-03-17,06-03-17,En Gedi,40,47,27
2,05-03-17,06-03-17,Haifa,61,41,42
1,06-03-17,06-03-17,Haifa,61,42,43
2,05-03-17,06-03-17,Jerusalem,39,36,32
1,06-03-17,06-03-17,Jerusalem,39,36,30
2,05-03-17,06-03-17,Lod,54,30,35
1,06-03-17,06-03-17,Lod,54,31,30
2,05-03-17,06-03-17,Mizpe Ramon,32,27,24
1,06-03-17,06-03-17,Mizpe Ramon,32,28,26
2,05-03-17,06-03-17,Nazareth,37,35,33
1,06-03-17,06-03-17,Nazareth,37,36,38
2,05-03-17,06-03-17,Qazrin,42,37,40
1,06-03-17,06-03-17,Qazrin,42,37,44
2,05-03-17,06-03-17,Tel Aviv,59,38,44
1,06-03-17,06-03-17,Tel Aviv,59,41,45
2,05-03-17,06-03-17,Tiberias,55,36,40
1,06-03-17,06-03-17,Tiberias,55,39,35
2,05-03-17,06-03-17,Zefat,54,39,38
1,06-03-17,06-03-17,Zefat,54,39,42
2,06-03-17,07-03-17,Afula,36,44,54
1,07-03-17,07-03-17,Afula,36,49,49
2,06-03-17,07-03-17,Ashdod,70,79,88
1,07-03-17,07-03-17,Ashdod,70,80,80
2,06-03-17,07-03-17,Beer Sheva,21,43,46
1,07-03-17,07-03-17,Beer Sheva,21,50,50
2,06-03-17,07-03-17,Bet Shean,29,32,32
1,07-03-17,07-03-17,Bet Shean,29,34,34
2,06-03-17,07-03-17,Elat,21,30,21
1,07-03-17,07-03-17,Elat,21,32,32
2,06-03-17,07-03-17,En Gedi,30,54,43
1,07-03-17,07-03-17,En Gedi,30,58,58
2,06-03-17,07-03-17,Haifa,37,64,74
1,07-03-17,07-03-17,Haifa,37,75,75
2,06-03-17,07-03-17,Jerusalem,33,62,56
1,07-03-17,07-03-17,Jerusalem,33,64,64
2,06-03-17,07-03-17,Lod,23,57,64
1,07-03-17,07-03-17,Lod,23,56,56
2,06-03-17,07-03-17,Mizpe Ramon,26,45,48
1,07-03-17,07-03-17,Mizpe Ramon,26,48,48
2,06-03-17,07-03-17,Nazareth,40,64,50
1,07-03-17,07-03-17,Nazareth,40,65,65
2,06-03-17,07-03-17,Qazrin,39,46,56
1,07-03-17,07-03-17,Qazrin,39,47,47
2,06-03-17,07-03-17,Tel Aviv,21,71,71
1,07-03-17,07-03-17,Tel Aviv,21,69,69
2,06-03-17,07-03-17,Tiberias,34,33,54
1,07-03-17,07-03-17,Tiberias,34,34,34
2,06-03-17,07-03-17,Zefat,51,41,45
1,07-03-17,07-03-17,Zefat,51,40,40
2,07-03-17,08-03-17,Afula,52,37,46
1,08-03-17,08-03-17,Afula,52,36,48
2,07-03-17,08-03-17,Ashdod,76,60,67
1,08-03-17,08-03-17,Ashdod,76,63,72
2,07-03-17,08-03-17,Beer Sheva,50,17,19
1,08-03-17,08-03-17,Beer Sheva,50,24,26
2,07-03-17,08-03-17,Bet Shean,41,35,35
1,08-03-17,08-03-17,Bet Shean,41,34,31
2,07-03-17,08-03-17,Elat,28,9,12
1,08-03-17,08-03-17,Elat,28,10,14
2,07-03-17,08-03-17,En Gedi,38,50,39
1,08-03-17,08-03-17,En Gedi,38,50,31
2,07-03-17,08-03-17,Haifa,74,69,64
1,08-03-17,08-03-17,Haifa,74,65,70
2,07-03-17,08-03-17,Jerusalem,56,32,42
1,08-03-17,08-03-17,Jerusalem,56,33,25
2,07-03-17,08-03-17,Lod,57,37,59
1,08-03-17,08-03-17,Lod,56,38,64
2,07-03-17,08-03-17,Mizpe Ramon,43,11,21
1,08-03-17,08-03-17,Mizpe Ramon,43,13,16
2,07-03-17,08-03-17,Nazareth,70,57,60
1,08-03-17,08-03-17,Nazareth,70,57,61
2,07-03-17,08-03-17,Qazrin,37,39,58
1,08-03-17,08-03-17,Qazrin,37,31,54
2,07-03-17,08-03-17,Tel Aviv,75,51,60
1,08-03-17,08-03-17,Tel Aviv,75,51,58
2,07-03-17,08-03-17,Tiberias,40,28,65
1,08-03-17,08-03-17,Tiberias,40,34,52
2,07-03-17,08-03-17,Zefat,47,38,66
1,08-03-17,08-03-17,Zefat,47,43,43
2,08-03-17,09-03-17,Afula,46,25,33
1,09-03-17,09-03-17,Afula,46,25,34
2,08-03-17,09-03-17,Ashdod,59,58,65
1,09-03-17,09-03-17,Ashdod,59,32,67
2,08-03-17,09-03-17,Beer Sheva,24,11,14
1,09-03-17,09-03-17,Beer Sheva,24,12,14
2,08-03-17,09-03-17,Bet Shean,42,22,19
1,09-03-17,09-03-17,Bet Shean,42,21,19
2,08-03-17,09-03-17,Elat,24,17,12
1,09-03-17,09-03-17,Elat,24,12,30
2,08-03-17,09-03-17,En Gedi,42,33,31
1,09-03-17,09-03-17,En Gedi,42,35,35
2,08-03-17,09-03-17,Haifa,52,31,36
1,09-03-17,09-03-17,Haifa,52,32,37
2,08-03-17,09-03-17,Jerusalem,38,19,20
1,09-03-17,09-03-17,Jerusalem,38,19,23
2,08-03-17,09-03-17,Lod,28,21,23
1,09-03-17,09-03-17,Lod,28,20,22
2,08-03-17,09-03-17,Mizpe Ramon,26,13,14
1,09-03-17,09-03-17,Mizpe Ramon,26,13,15
2,08-03-17,09-03-17,Nazareth,42,26,31
1,09-03-17,09-03-17,Nazareth,42,25,31
2,08-03-17,09-03-17,Qazrin,53,22,36
1,09-03-17,09-03-17,Qazrin,53,22,34
2,08-03-17,09-03-17,Tel Aviv,49,21,18
1,09-03-17,09-03-17,Tel Aviv,49,20,19
2,08-03-17,09-03-17,Tiberias,58,27,38
1,09-03-17,09-03-17,Tiberias,58,25,32
2,08-03-17,09-03-17,Zefat,28,25,34
1,09-03-17,09-03-17,Zefat,28,24,34
2,09-03-17,10-03-17,Afula,36,58,58
1,10-03-17,10-03-17,Afula,36,63,45
2,09-03-17,10-03-17,Ashdod,15,60,97
1,10-03-17,10-03-17,Ashdod,15,75,87
2,09-03-17,10-03-17,Beer Sheva,11,41,32
1,10-03-17,10-03-17,Beer Sheva,11,50,61
2,09-03-17,10-03-17,Bet Shean,25,43,29
1,10-03-17,10-03-17,Bet Shean,25,46,30
2,09-03-17,10-03-17,Elat,15,35,20
1,10-03-17,10-03-17,Elat,15,36,20
2,09-03-17,10-03-17,En Gedi,31,60,29
1,10-03-17,10-03-17,En Gedi,31,57,37
2,09-03-17,10-03-17,Haifa,25,70,52
1,10-03-17,10-03-17,Haifa,25,78,77
2,09-03-17,10-03-17,Jerusalem,19,51,43
1,10-03-17,10-03-17,Jerusalem,19,52,48
2,09-03-17,10-03-17,Lod,12,53,52
1,10-03-17,10-03-17,Lod,12,60,64
2,09-03-17,10-03-17,Mizpe Ramon,11,42,35
1,10-03-17,10-03-17,Mizpe Ramon,11,37,48
2,09-03-17,10-03-17,Nazareth,26,60,34
1,10-03-17,10-03-17,Nazareth,26,62,43
2,09-03-17,10-03-17,Qazrin,30,48,35
1,10-03-17,10-03-17,Qazrin,30,48,34
2,09-03-17,10-03-17,Tel Aviv,12,61,65
1,10-03-17,10-03-17,Tel Aviv,12,71,68
2,09-03-17,10-03-17,Tiberias,28,35,34
1,10-03-17,10-03-17,Tiberias,28,42,35
2,09-03-17,10-03-17,Zefat,36,56,37
1,10-03-17,10-03-17,Zefat,36,58,42
2,10-03-17,11-03-17,Afula,56,49,48
1,11-03-17,11-03-17,Afula,56,54,51
2,10-03-17,11-03-17,Ashdod,61,49,66
1,11-03-17,11-03-17,Ashdod,61,59,65
2,10-03-17,11-03-17,Beer Sheva,51,31,31
1,11-03-17,11-03-17,Beer Sheva,51,33,31
2,10-03-17,11-03-17,Bet Shean,51,39,35
1,11-03-17,11-03-17,Bet Shean,51,40,36
2,10-03-17,11-03-17,Elat,19,29,25
1,11-03-17,11-03-17,Elat,19,36,33
2,10-03-17,11-03-17,En Gedi,34,40,25
1,11-03-17,11-03-17,En Gedi,34,38,28
2,10-03-17,11-03-17,Haifa,66,63,60
1,11-03-17,11-03-17,Haifa,66,57,60
2,10-03-17,11-03-17,Jerusalem,54,47,50
1,11-03-17,11-03-17,Jerusalem,54,44,51
2,10-03-17,11-03-17,Lod,59,47,48
1,11-03-17,11-03-17,Lod,59,47,48
2,10-03-17,11-03-17,Mizpe Ramon,43,31,30
1,11-03-17,11-03-17,Mizpe Ramon,43,32,38
2,10-03-17,11-03-17,Nazareth,56,72,54
1,11-03-17,11-03-17,Nazareth,56,59,54
2,10-03-17,11-03-17,Qazrin,55,58,56
1,11-03-17,11-03-17,Qazrin,55,71,55
2,10-03-17,11-03-17,Tel Aviv,61,51,46
1,11-03-17,11-03-17,Tel Aviv,61,52,52
2,10-03-17,11-03-17,Tiberias,52,52,49
1,11-03-17,11-03-17,Tiberias,52,57,49
2,10-03-17,11-03-17,Zefat,65,62,64
1,11-03-17,11-03-17,Zefat,65,72,68
2,11-03-17,12-03-17,Afula,52,44,52
1,12-03-17,12-03-17,Afula,52,51,43
2,11-03-17,12-03-17,Ashdod,67,50,59
1,12-03-17,12-03-17,Ashdod,67,66,67
2,11-03-17,12-03-17,Beer Sheva,36,18,16
1,12-03-17,12-03-17,Beer Sheva,36,22,16
2,11-03-17,12-03-17,Bet Shean,39,33,26
1,12-03-17,12-03-17,Bet Shean,39,30,25
2,11-03-17,12-03-17,Elat,31,34,44
1,12-03-17,12-03-17,Elat,31,38,41
2,11-03-17,12-03-17,En Gedi,24,48,26
1,12-03-17,12-03-17,En Gedi,24,47,26
2,11-03-17,12-03-17,Haifa,62,64,47
1,12-03-17,12-03-17,Haifa,62,55,59
2,11-03-17,12-03-17,Jerusalem,57,24,23
1,12-03-17,12-03-17,Jerusalem,57,30,23
2,11-03-17,12-03-17,Lod,51,25,36
1,12-03-17,12-03-17,Lod,51,47,38
2,11-03-17,12-03-17,Mizpe Ramon,37,16,16
1,12-03-17,12-03-17,Mizpe Ramon,37,15,18
2,11-03-17,12-03-17,Nazareth,56,59,47
1,12-03-17,12-03-17,Nazareth,56,53,49
2,11-03-17,12-03-17,Qazrin,54,37,55
1,12-03-17,12-03-17,Qazrin,54,39,50
2,11-03-17,12-03-17,Tel Aviv,56,45,40
1,12-03-17,12-03-17,Tel Aviv,56,48,46
2,11-03-17,12-03-17,Tiberias,44,46,44
1,12-03-17,12-03-17,Tiberias,44,51,44
2,11-03-17,12-03-17,Zefat,76,48,48
1,12-03-17,12-03-17,Zefat,76,57,49
2,12-03-17,13-03-17,Afula,46,65,57
1,13-03-17,13-03-17,Afula,46,62,60
2,12-03-17,13-03-17,Ashdod,72,75,85
1,13-03-17,13-03-17,Ashdod,72,83,70
2,12-03-17,13-03-17,Beer Sheva,17,69,51
1,13-03-17,13-03-17,Beer Sheva,17,69,56
2,12-03-17,13-03-17,Bet Shean,31,54,41
1,13-03-17,13-03-17,Bet Shean,31,51,44
2,12-03-17,13-03-17,Elat,52,29,21
1,13-03-17,13-03-17,Elat,52,29,28
2,12-03-17,13-03-17,En Gedi,33,60,30
1,13-03-17,13-03-17,En Gedi,33,47,36
2,12-03-17,13-03-17,Haifa,61,67,66
1,13-03-17,13-03-17,Haifa,61,67,69
2,12-03-17,13-03-17,Jerusalem,24,92,74
1,13-03-17,13-03-17,Jerusalem,24,93,57
2,12-03-17,13-03-17,Lod,48,73,71
1,13-03-17,13-03-17,Lod,48,78,60
2,12-03-17,13-03-17,Mizpe Ramon,17,41,46
1,13-03-17,13-03-17,Mizpe Ramon,17,35,42
2,12-03-17,13-03-17,Nazareth,49,67,66
1,13-03-17,13-03-17,Nazareth,49,67,67
2,12-03-17,13-03-17,Qazrin,48,85,68
1,13-03-17,13-03-17,Qazrin,48,65,64
2,12-03-17,13-03-17,Tel Aviv,61,64,61
1,13-03-17,13-03-17,Tel Aviv,61,61,61
2,12-03-17,13-03-17,Tiberias,45,63,55
1,13-03-17,13-03-17,Tiberias,45,63,52
2,12-03-17,13-03-17,Zefat,78,74,67
1,13-03-17,13-03-17,Zefat,78,74,69
2,13-03-17,14-03-17,Afula,64,53,55
1,14-03-17,14-03-17,Afula,64,53,53
2,13-03-17,14-03-17,Ashdod,82,59,79
1,14-03-17,14-03-17,Ashdod,82,76,81
2,13-03-17,14-03-17,Beer Sheva,44,66,50
1,14-03-17,14-03-17,Beer Sheva,44,54,51
2,13-03-17,14-03-17,Bet Shean,42,46,39
1,14-03-17,14-03-17,Bet Shean,42,55,39
2,13-03-17,14-03-17,Elat,21,25,25
1,14-03-17,14-03-17,Elat,21,26,23
2,13-03-17,14-03-17,En Gedi,41,48,38
1,14-03-17,14-03-17,En Gedi,41,47,38
2,13-03-17,14-03-17,Haifa,66,57,63
1,14-03-17,14-03-17,Haifa,66,56,59
2,13-03-17,14-03-17,Jerusalem,90,70,62
1,14-03-17,14-03-17,Jerusalem,90,68,57
2,13-03-17,14-03-17,Lod,70,60,61
1,14-03-17,14-03-17,Lod,70,67,68
2,13-03-17,14-03-17,Mizpe Ramon,38,36,37
1,14-03-17,14-03-17,Mizpe Ramon,38,36,38
2,13-03-17,14-03-17,Nazareth,73,55,60
1,14-03-17,14-03-17,Nazareth,73,55,59
2,13-03-17,14-03-17,Qazrin,66,58,70
1,14-03-17,14-03-17,Qazrin,66,59,64
2,13-03-17,14-03-17,Tel Aviv,67,56,57
1,14-03-17,14-03-17,Tel Aviv,67,58,70
2,13-03-17,14-03-17,Tiberias,50,55,49
1,14-03-17,14-03-17,Tiberias,50,55,50
2,13-03-17,14-03-17,Zefat,71,59,61
1,14-03-17,14-03-17,Zefat,71,59,62
2,14-03-17,15-03-17,Afula,66,88,73
1,15-03-17,15-03-17,Afula,66,59,53
2,14-03-17,15-03-17,Ashdod,68,80,72
1,15-03-17,15-03-17,Ashdod,68,77,74
2,14-03-17,15-03-17,Beer Sheva,52,45,52
1,15-03-17,15-03-17,Beer Sheva,52,42,44
2,14-03-17,15-03-17,Bet Shean,62,74,51
1,15-03-17,15-03-17,Bet Shean,62,41,31
2,14-03-17,15-03-17,Elat,23,26,27
1,15-03-17,15-03-17,Elat,23,25,21
2,14-03-17,15-03-17,En Gedi,30,43,37
1,15-03-17,15-03-17,En Gedi,30,42,41
2,14-03-17,15-03-17,Haifa,68,86,89
1,15-03-17,15-03-17,Haifa,68,80,68
2,14-03-17,15-03-17,Jerusalem,69,71,69
1,15-03-17,15-03-17,Jerusalem,69,52,57
2,14-03-17,15-03-17,Lod,62,83,64
1,15-03-17,15-03-17,Lod,62,56,58
2,14-03-17,15-03-17,Mizpe Ramon,32,39,41
1,15-03-17,15-03-17,Mizpe Ramon,32,34,37
2,14-03-17,15-03-17,Nazareth,71,89,89
1,15-03-17,15-03-17,Nazareth,71,68,59
2,14-03-17,15-03-17,Qazrin,85,94,73
1,15-03-17,15-03-17,Qazrin,85,49,54
2,14-03-17,15-03-17,Tel Aviv,69,76,73
1,15-03-17,15-03-17,Tel Aviv,69,64,63
2,14-03-17,15-03-17,Tiberias,77,80,71
1,15-03-17,15-03-17,Tiberias,77,51,54
2,14-03-17,15-03-17,Zefat,75,86,82
1,15-03-17,15-03-17,Zefat,75,74,76
2,15-03-17,16-03-17,Afula,67,60,55
1,16-03-17,16-03-17,Afula,67,56,43
2,15-03-17,16-03-17,Ashdod,73,51,71
1,16-03-17,16-03-17,Ashdod,73,57,68
2,15-03-17,16-03-17,Beer Sheva,54,53,47
1,16-03-17,16-03-17,Beer Sheva,54,48,46
2,15-03-17,16-03-17,Bet Shean,40,44,40
1,16-03-17,16-03-17,Bet Shean,40,46,35
2,15-03-17,16-03-17,Elat,26,33,31
1,16-03-17,16-03-17,Elat,26,33,29
2,15-03-17,16-03-17,En Gedi,34,50,37
1,16-03-17,16-03-17,En Gedi,34,48,38
2,15-03-17,16-03-17,Haifa,72,62,64
1,16-03-17,16-03-17,Haifa,72,61,54
2,15-03-17,16-03-17,Jerusalem,50,58,58
1,16-03-17,16-03-17,Jerusalem,50,46,52
2,15-03-17,16-03-17,Lod,59,52,55
1,16-03-17,16-03-17,Lod,59,56,56
2,15-03-17,16-03-17,Mizpe Ramon,22,35,46
1,16-03-17,16-03-17,Mizpe Ramon,22,37,42
2,15-03-17,16-03-17,Nazareth,68,65,63
1,16-03-17,16-03-17,Nazareth,68,52,49
2,15-03-17,16-03-17,Qazrin,49,64,69
1,16-03-17,16-03-17,Qazrin,49,54,51
2,15-03-17,16-03-17,Tel Aviv,69,54,53
1,16-03-17,16-03-17,Tel Aviv,69,55,60
2,15-03-17,16-03-17,Tiberias,45,59,55
1,16-03-17,16-03-17,Tiberias,45,46,36
2,15-03-17,16-03-17,Zefat,78,63,58
1,16-03-17,16-03-17,Zefat,78,46,57
2,16-03-17,17-03-17,Afula,65,54,44
1,17-03-17,17-03-17,Afula,65,55,33
2,16-03-17,17-03-17,Ashdod,63,58,72
1,17-03-17,17-03-17,Ashdod,63,67,67
2,16-03-17,17-03-17,Beer Sheva,57,36,25
1,17-03-17,17-03-17,Beer Sheva,57,36,26
2,16-03-17,17-03-17,Bet Shean,71,39,32
1,17-03-17,17-03-17,Bet Shean,71,41,32
2,16-03-17,17-03-17,Elat,29,17,14
1,17-03-17,17-03-17,Elat,29,25,13
2,16-03-17,17-03-17,En Gedi,32,48,38
1,17-03-17,17-03-17,En Gedi,32,41,31
2,16-03-17,17-03-17,Haifa,65,65,55
1,17-03-17,17-03-17,Haifa,65,62,55
2,16-03-17,17-03-17,Jerusalem,70,49,42
1,17-03-17,17-03-17,Jerusalem,70,45,41
2,16-03-17,17-03-17,Lod,53,58,49
1,17-03-17,17-03-17,Lod,53,52,45
2,16-03-17,17-03-17,Mizpe Ramon,43,28,32
1,17-03-17,17-03-17,Mizpe Ramon,43,30,30
2,16-03-17,17-03-17,Nazareth,59,57,43
1,17-03-17,17-03-17,Nazareth,59,57,40
2,16-03-17,17-03-17,Qazrin,78,54,46
1,17-03-17,17-03-17,Qazrin,78,55,48
2,16-03-17,17-03-17,Tel Aviv,55,62,64
1,17-03-17,17-03-17,Tel Aviv,55,57,54
