validityDate,city,observedMaxTemp
30/12/2016,Qazrin,15
30/12/2016,Tel Aviv,17
30/12/2016,Tiberias,19
30/12/2016,Zefat,11
31/12/2016,Afula,14
31/12/2016,Ashdod,16
31/12/2016,Beer Sheva,15
31/12/2016,Bet Shean,17
31/12/2016,Elat,21
31/12/2016,En Gedi,21
31/12/2016,Haifa,13
31/12/2016,Jerusalem,10
31/12/2016,Lod,16
31/12/2016,Mizpe Ramon,12
31/12/2016,Nazareth,12
31/12/2016,Qazrin,11
31/12/2016,Tel Aviv,15
31/12/2016,Tiberias,14
31/12/2016,Zefat,6
01/01/2017,Afula,15
01/01/2017,Ashdod,16
01/01/2017,Beer Sheva,17
01/01/2017,Bet Shean,17
01/01/2017,Elat,16
01/01/2017,En Gedi,21
01/01/2017,Haifa,14
01/01/2017,Jerusalem,12
01/01/2017,Lod,17
01/01/2017,Mizpe Ramon,11
01/01/2017,Nazareth,12
01/01/2017,Qazrin,14
01/01/2017,Tel Aviv,16
01/01/2017,Tiberias,18
01/01/2017,Zefat,9
02/01/2017,Afula,16
02/01/2017,Ashdod,16
02/01/2017,Beer Sheva,15
02/01/2017,Bet Shean,15
02/01/2017,Elat,18
02/01/2017,En Gedi,20
02/01/2017,Haifa,14
02/01/2017,Jerusalem,11
02/01/2017,Lod,16
02/01/2017,Mizpe Ramon,12
02/01/2017,Nazareth,11
02/01/2017,Qazrin,12
02/01/2017,Tel Aviv,15
02/01/2017,Tiberias,15
02/01/2017,Zefat,6
03/01/2017,Afula,18
03/01/2017,Ashdod,16
03/01/2017,Beer Sheva,17
03/01/2017,Bet Shean,16
03/01/2017,Elat,20
03/01/2017,En Gedi,20
03/01/2017,Haifa,16
03/01/2017,Jerusalem,11
03/01/2017,Lod,16
03/01/2017,Mizpe Ramon,12
03/01/2017,Nazareth,13
03/01/2017,Qazrin,12
03/01/2017,Tel Aviv,16
03/01/2017,Tiberias,16
03/01/2017,Zefat,10
04/01/2017,Afula,15
04/01/2017,Ashdod,17
04/01/2017,Beer Sheva,17
04/01/2017,Bet Shean,16
04/01/2017,Elat,21
04/01/2017,En Gedi,20
04/01/2017,Haifa,15
04/01/2017,Jerusalem,11
04/01/2017,Lod,17
04/01/2017,Mizpe Ramon,13
04/01/2017,Nazareth,13
04/01/2017,Qazrin,13
04/01/2017,Tel Aviv,16
04/01/2017,Tiberias,16
04/01/2017,Zefat,10
05/01/2017,Afula,17
05/01/2017,Ashdod,18
05/01/2017,Beer Sheva,19
05/01/2017,Bet Shean,18
05/01/2017,Elat,23
05/01/2017,En Gedi,22
05/01/2017,Haifa,16
05/01/2017,Jerusalem,14
05/01/2017,Lod,19
05/01/2017,Mizpe Ramon,13
05/01/2017,Nazareth,15
05/01/2017,Qazrin,16
05/01/2017,Tel Aviv,19
05/01/2017,Tiberias,19
05/01/2017,Zefat,10
06/01/2017,Afula,18
06/01/2017,Ashdod,19
06/01/2017,Beer Sheva,22
06/01/2017,Bet Shean,21
06/01/2017,Elat,24
06/01/2017,En Gedi,23
06/01/2017,Haifa,17
06/01/2017,Jerusalem,15
06/01/2017,Lod,22
06/01/2017,Mizpe Ramon,17
06/01/2017,Nazareth,16
06/01/2017,Qazrin,17
06/01/2017,Tel Aviv,23
06/01/2017,Tiberias,22
06/01/2017,Zefat,11
07/01/2017,Afula,18
07/01/2017,Ashdod,18
07/01/2017,Beer Sheva,17
07/01/2017,Bet Shean,18
07/01/2017,Elat,22
07/01/2017,En Gedi,24
07/01/2017,Haifa,16
07/01/2017,Jerusalem,13
07/01/2017,Lod,18
07/01/2017,Mizpe Ramon,14
07/01/2017,Nazareth,15
07/01/2017,Qazrin,15
07/01/2017,Tel Aviv,17
07/01/2017,Tiberias,18
07/01/2017,Zefat,10
08/01/2017,Afula,15
08/01/2017,Ashdod,16
08/01/2017,Beer Sheva,15
08/01/2017,Bet Shean,17
08/01/2017,Elat,19
08/01/2017,En Gedi,21
08/01/2017,Haifa,13
08/01/2017,Jerusalem,9
08/01/2017,Lod,15
08/01/2017,Mizpe Ramon,10
08/01/2017,Nazareth,12
08/01/2017,Qazrin,12
08/01/2017,Tel Aviv,15
08/01/2017,Tiberias,17
08/01/2017,Zefat,7
09/01/2017,Afula,13
09/01/2017,Ashdod,15
09/01/2017,Beer Sheva,13
09/01/2017,Bet Shean,16
09/01/2017,Elat,20
09/01/2017,En Gedi,20
09/01/2017,Haifa,11
09/01/2017,Jerusalem,8
09/01/2017,Lod,14
09/01/2017,Mizpe Ramon,10
09/01/2017,Nazareth,9
09/01/2017,Qazrin,9
09/01/2017,Tel Aviv,14
09/01/2017,Tiberias,15
09/01/2017,Zefat,3
10/01/2017,Afula,15
10/01/2017,Ashdod,17
10/01/2017,Beer Sheva,18
10/01/2017,Bet Shean,17
10/01/2017,Elat,20
10/01/2017,En Gedi,22
10/01/2017,Haifa,13
10/01/2017,Jerusalem,12
10/01/2017,Lod,19
10/01/2017,Mizpe Ramon,13
10/01/2017,Nazareth,12
10/01/2017,Qazrin,13
10/01/2017,Tel Aviv,18
10/01/2017,Tiberias,18
10/01/2017,Zefat,7
11/01/2017,Afula,19
11/01/2017,Ashdod,17
11/01/2017,Beer Sheva,16
11/01/2017,Bet Shean,19
11/01/2017,Elat,20
11/01/2017,En Gedi,20
11/01/2017,Haifa,15
11/01/2017,Jerusalem,12
11/01/2017,Lod,19
11/01/2017,Mizpe Ramon,12
11/01/2017,Nazareth,16
11/01/2017,Qazrin,16
11/01/2017,Tel Aviv,18
11/01/2017,Tiberias,17
11/01/2017,Zefat,11
12/01/2017,Afula,20
12/01/2017,Ashdod,18
12/01/2017,Beer Sheva,19
12/01/2017,Bet Shean,21
12/01/2017,Elat,22
12/01/2017,En Gedi,21
12/01/2017,Haifa,17
12/01/2017,Jerusalem,17
12/01/2017,Lod,18
12/01/2017,Mizpe Ramon,17
12/01/2017,Nazareth,16
12/01/2017,Qazrin,17
12/01/2017,Tel Aviv,17
12/01/2017,Tiberias,20
12/01/2017,Zefat,12
13/01/2017,Afula,19
13/01/2017,Ashdod,18
13/01/2017,Beer Sheva,18
13/01/2017,Bet Shean,20
13/01/2017,Elat,21
13/01/2017,En Gedi,23
13/01/2017,Haifa,16
13/01/2017,Jerusalem,12
13/01/2017,Lod,18
13/01/2017,Mizpe Ramon,13
13/01/2017,Nazareth,15
13/01/2017,Qazrin,15
13/01/2017,Tel Aviv,18
13/01/2017,Tiberias,21
13/01/2017,Zefat,11
14/01/2017,Afula,12
14/01/2017,Ashdod,17
14/01/2017,Beer Sheva,19
14/01/2017,Bet Shean,14
14/01/2017,Elat,21
14/01/2017,En Gedi,22
14/01/2017,Haifa,11
14/01/2017,Jerusalem,12
14/01/2017,Lod,15
14/01/2017,Mizpe Ramon,14
14/01/2017,Nazareth,11
14/01/2017,Qazrin,12
14/01/2017,Tel Aviv,14
14/01/2017,Tiberias,17
14/01/2017,Zefat,7
15/01/2017,Afula,18
15/01/2017,Ashdod,18
15/01/2017,Beer Sheva,18
15/01/2017,Bet Shean,18
15/01/2017,Elat,22
15/01/2017,En Gedi,21
15/01/2017,Haifa,15
15/01/2017,Jerusalem,12
15/01/2017,Lod,18
15/01/2017,Mizpe Ramon,14
15/01/2017,Nazareth,15
15/01/2017,Qazrin,15
15/01/2017,Tel Aviv,17
15/01/2017,Tiberias,19
15/01/2017,Zefat,10
16/01/2017,Afula,17
16/01/2017,Ashdod,18
16/01/2017,Beer Sheva,21
16/01/2017,Bet Shean,19
16/01/2017,Elat,23
16/01/2017,En Gedi,23
16/01/2017,Haifa,15
16/01/2017,Jerusalem,13
16/01/2017,Lod,21
16/01/2017,Mizpe Ramon,15
16/01/2017,Nazareth,13
16/01/2017,Qazrin,14
16/01/2017,Tel Aviv,20
16/01/2017,Tiberias,18
16/01/2017,Zefat,8
17/01/2017,Afula,20
17/01/2017,Ashdod,18
17/01/2017,Beer Sheva,24
17/01/2017,Bet Shean,23
17/01/2017,Elat,24
17/01/2017,En Gedi,23
17/01/2017,Haifa,18
17/01/2017,Jerusalem,17
17/01/2017,Lod,21
17/01/2017,Mizpe Ramon,18
17/01/2017,Nazareth,16
17/01/2017,Qazrin,19
17/01/2017,Tel Aviv,20
17/01/2017,Tiberias,23
17/01/2017,Zefat,17
18/01/2017,Afula,21
18/01/2017,Ashdod,19
18/01/2017,Beer Sheva,19
18/01/2017,Bet Shean,21
18/01/2017,Elat,24
18/01/2017,En Gedi,21
18/01/2017,Haifa,19
18/01/2017,Jerusalem,16
18/01/2017,Lod,20
18/01/2017,Mizpe Ramon,18
18/01/2017,Nazareth,19
18/01/2017,Qazrin,18
18/01/2017,Tel Aviv,19
18/01/2017,Tiberias,21
18/01/2017,Zefat,15
19/01/2017,Afula,19
19/01/2017,Ashdod,18
19/01/2017,Beer Sheva,19
19/01/2017,Bet Shean,20
19/01/2017,Elat,22
19/01/2017,En Gedi,22
19/01/2017,Haifa,16
19/01/2017,Jerusalem,15
19/01/2017,Lod,19
19/01/2017,Mizpe Ramon,14
19/01/2017,Nazareth,16
19/01/2017,Qazrin,17
19/01/2017,Tel Aviv,18
19/01/2017,Tiberias,20
19/01/2017,Zefat,12
20/01/2017,Afula,19
20/01/2017,Ashdod,18
20/01/2017,Beer Sheva,20
20/01/2017,Bet Shean,20
20/01/2017,Elat,21
20/01/2017,En Gedi,22
20/01/2017,Haifa,16
20/01/2017,Jerusalem,16
20/01/2017,Lod,19
20/01/2017,Mizpe Ramon,14
20/01/2017,Nazareth,16
20/01/2017,Qazrin,16
20/01/2017,Tel Aviv,18
20/01/2017,Tiberias,19
20/01/2017,Zefat,12
21/01/2017,Afula,19
21/01/2017,Ashdod,18
21/01/2017,Beer Sheva,17
21/01/2017,Bet Shean,19
21/01/2017,Elat,21
21/01/2017,En Gedi,23
21/01/2017,Haifa,16
21/01/2017,Jerusalem,12
21/01/2017,Lod,18
21/01/2017,Mizpe Ramon,15
21/01/2017,Nazareth,15
21/01/2017,Qazrin,16
21/01/2017,Tel Aviv,18
21/01/2017,Tiberias,17
21/01/2017,Zefat,10
22/01/2017,Afula,17
22/01/2017,Ashdod,17
22/01/2017,Beer Sheva,18
22/01/2017,Bet Shean,18
22/01/2017,Elat,22
22/01/2017,En Gedi,21
22/01/2017,Haifa,15
22/01/2017,Jerusalem,13
22/01/2017,Lod,18
22/01/2017,Mizpe Ramon,13
22/01/2017,Nazareth,14
22/01/2017,Qazrin,15
22/01/2017,Tel Aviv,18
22/01/2017,Tiberias,18
22/01/2017,Zefat,10
23/01/2017,Afula,19
23/01/2017,Ashdod,18
23/01/2017,Beer Sheva,20
23/01/2017,Bet Shean,21
23/01/2017,Elat,21
23/01/2017,En Gedi,23
23/01/2017,Haifa,16
23/01/2017,Jerusalem,14
23/01/2017,Lod,21
23/01/2017,Mizpe Ramon,14
23/01/2017,Nazareth,16
23/01/2017,Qazrin,16
23/01/2017,Tel Aviv,20
23/01/2017,Tiberias,21
23/01/2017,Zefat,11
24/01/2017,Afula,19
24/01/2017,Ashdod,19
24/01/2017,Beer Sheva,21
24/01/2017,Bet Shean,22
24/01/2017,Elat,24
24/01/2017,En Gedi,23
24/01/2017,Haifa,18
24/01/2017,Jerusalem,16
24/01/2017,Lod,24
24/01/2017,Mizpe Ramon,17
24/01/2017,Nazareth,17
24/01/2017,Qazrin,17
24/01/2017,Tel Aviv,24
24/01/2017,Tiberias,21
24/01/2017,Zefat,12
25/01/2017,Afula,20
25/01/2017,Ashdod,20
25/01/2017,Beer Sheva,20
25/01/2017,Bet Shean,19
25/01/2017,Elat,26
25/01/2017,En Gedi,23
25/01/2017,Haifa,19
25/01/2017,Jerusalem,17
25/01/2017,Lod,20
25/01/2017,Mizpe Ramon,20
25/01/2017,Nazareth,18
25/01/2017,Qazrin,18
25/01/2017,Tel Aviv,20
25/01/2017,Tiberias,20
25/01/2017,Zefat,14
26/01/2017,Afula,18
26/01/2017,Ashdod,18
26/01/2017,Beer Sheva,17
26/01/2017,Bet Shean,18
26/01/2017,Elat,18
26/01/2017,En Gedi,22
26/01/2017,Haifa,16
26/01/2017,Jerusalem,12
26/01/2017,Lod,18
26/01/2017,Mizpe Ramon,13
26/01/2017,Nazareth,16
26/01/2017,Qazrin,14
26/01/2017,Tel Aviv,18
26/01/2017,Tiberias,18
26/01/2017,Zefat,11
27/01/2017,Afula,16
27/01/2017,Ashdod,16
27/01/2017,Beer Sheva,12
27/01/2017,Bet Shean,17
27/01/2017,Elat,19
27/01/2017,En Gedi,20
27/01/2017,Haifa,13
27/01/2017,Jerusalem,8
27/01/2017,Lod,16
27/01/2017,Mizpe Ramon,11
27/01/2017,Nazareth,12
27/01/2017,Qazrin,11
27/01/2017,Tel Aviv,16
27/01/2017,Tiberias,18
27/01/2017,Zefat,7
28/01/2017,Afula,12
28/01/2017,Ashdod,14
28/01/2017,Beer Sheva,9
28/01/2017,Bet Shean,13
28/01/2017,Elat,18
28/01/2017,En Gedi,17
28/01/2017,Haifa,10
28/01/2017,Jerusalem,5
28/01/2017,Lod,12
28/01/2017,Mizpe Ramon,7
28/01/2017,Nazareth,8
28/01/2017,Qazrin,7
28/01/2017,Tel Aviv,12
28/01/2017,Tiberias,14
28/01/2017,Zefat,2
29/01/2017,Afula,14
29/01/2017,Ashdod,14
29/01/2017,Beer Sheva,14
29/01/2017,Bet Shean,14
29/01/2017,Elat,19
29/01/2017,En Gedi,18
29/01/2017,Haifa,11
29/01/2017,Jerusalem,9
29/01/2017,Lod,15
29/01/2017,Mizpe Ramon,11
29/01/2017,Nazareth,11
29/01/2017,Qazrin,10
29/01/2017,Tel Aviv,14
29/01/2017,Tiberias,14
29/01/2017,Zefat,5
30/01/2017,Afula,15
30/01/2017,Ashdod,16
30/01/2017,Beer Sheva,14
30/01/2017,Bet Shean,16
30/01/2017,Elat,19
30/01/2017,En Gedi,19
30/01/2017,Haifa,13
30/01/2017,Jerusalem,11
30/01/2017,Lod,15
30/01/2017,Mizpe Ramon,12
30/01/2017,Nazareth,11
30/01/2017,Qazrin,13
30/01/2017,Tel Aviv,15
30/01/2017,Tiberias,17
30/01/2017,Zefat,8
31/01/2017,Afula,15
31/01/2017,Ashdod,15
31/01/2017,Beer Sheva,13
31/01/2017,Bet Shean,15
31/01/2017,Elat,20
31/01/2017,En Gedi,20
31/01/2017,Haifa,13
31/01/2017,Jerusalem,10
31/01/2017,Lod,16
31/01/2017,Mizpe Ramon,10
31/01/2017,Nazareth,13
31/01/2017,Qazrin,12
31/01/2017,Tel Aviv,15
31/01/2017,Tiberias,14
31/01/2017,Zefat,7
01/02/2017,Afula,12
01/02/2017,Ashdod,14
01/02/2017,Beer Sheva,13
01/02/2017,Bet Shean,13
01/02/2017,Elat,17
01/02/2017,En Gedi,18
01/02/2017,Haifa,9
01/02/2017,Jerusalem,7
01/02/2017,Lod,13
01/02/2017,Mizpe Ramon,9
01/02/2017,Nazareth,8
01/02/2017,Qazrin,8
01/02/2017,Tel Aviv,12
01/02/2017,Tiberias,14
01/02/2017,Zefat,3
02/02/2017,Afula,15
02/02/2017,Ashdod,15
02/02/2017,Beer Sheva,15
02/02/2017,Bet Shean,16
02/02/2017,Elat,18
02/02/2017,En Gedi,18
02/02/2017,Haifa,12
02/02/2017,Jerusalem,10
02/02/2017,Lod,15
02/02/2017,Mizpe Ramon,10
02/02/2017,Nazareth,11
02/02/2017,Qazrin,12
02/02/2017,Tel Aviv,14
02/02/2017,Tiberias,16
02/02/2017,Zefat,8
03/02/2017,Afula,16
03/02/2017,Ashdod,16
03/02/2017,Beer Sheva,17
03/02/2017,Bet Shean,17
03/02/2017,Elat,21
03/02/2017,En Gedi,18
03/02/2017,Haifa,14
03/02/2017,Jerusalem,12
03/02/2017,Lod,17
03/02/2017,Mizpe Ramon,12
03/02/2017,Nazareth,14
03/02/2017,Qazrin,13
03/02/2017,Tel Aviv,16
03/02/2017,Tiberias,15
03/02/2017,Zefat,11
04/02/2017,Afula,16
04/02/2017,Ashdod,17
04/02/2017,Beer Sheva,20
04/02/2017,Bet Shean,17
04/02/2017,Elat,23
04/02/2017,En Gedi,22
04/02/2017,Haifa,15
04/02/2017,Jerusalem,13
04/02/2017,Lod,19
04/02/2017,Mizpe Ramon,14
04/02/2017,Nazareth,14
04/02/2017,Qazrin,15
04/02/2017,Tel Aviv,18
04/02/2017,Tiberias,18
04/02/2017,Zefat,9
05/02/2017,Afula,21
05/02/2017,Ashdod,18
05/02/2017,Beer Sheva,18
05/02/2017,Bet Shean,21
05/02/2017,Elat,22
05/02/2017,En Gedi,20
05/02/2017,Haifa,18
05/02/2017,Jerusalem,17
05/02/2017,Lod,19
05/02/2017,Mizpe Ramon,15
05/02/2017,Nazareth,18
05/02/2017,Qazrin,18
05/02/2017,Tel Aviv,18
05/02/2017,Tiberias,19
05/02/2017,Zefat,13
06/02/2017,Afula,21
06/02/2017,Ashdod,18
06/02/2017,Beer Sheva,20
06/02/2017,Bet Shean,21
06/02/2017,Elat,23
06/02/2017,En Gedi,22
06/02/2017,Haifa,16
06/02/2017,Jerusalem,15
06/02/2017,Lod,19
06/02/2017,Mizpe Ramon,15
06/02/2017,Nazareth,17
06/02/2017,Qazrin,17
06/02/2017,Tel Aviv,18
06/02/2017,Tiberias,19
06/02/2017,Zefat,13
07/02/2017,Afula,21
07/02/2017,Ashdod,24
07/02/2017,Beer Sheva,24
07/02/2017,Bet Shean,25
07/02/2017,Elat,30
07/02/2017,En Gedi,27
07/02/2017,Haifa,20
07/02/2017,Jerusalem,18
07/02/2017,Lod,25
07/02/2017,Mizpe Ramon,19
07/02/2017,Nazareth,19
07/02/2017,Qazrin,20
07/02/2017,Tel Aviv,25
07/02/2017,Tiberias,24
07/02/2017,Zefat,14
08/02/2017,Afula,18
08/02/2017,Ashdod,20
08/02/2017,Beer Sheva,23
08/02/2017,Bet Shean,20
08/02/2017,Elat,28
08/02/2017,En Gedi,24
08/02/2017,Haifa,16
08/02/2017,Jerusalem,17
08/02/2017,Lod,22
08/02/2017,Mizpe Ramon,19
08/02/2017,Nazareth,15
08/02/2017,Qazrin,15
08/02/2017,Tel Aviv,22
08/02/2017,Tiberias,20
08/02/2017,Zefat,11
09/02/2017,Afula,20
09/02/2017,Ashdod,18
09/02/2017,Beer Sheva,18
09/02/2017,Bet Shean,21
09/02/2017,Elat,24
09/02/2017,En Gedi,21
09/02/2017,Haifa,17
09/02/2017,Jerusalem,14
09/02/2017,Lod,20
09/02/2017,Mizpe Ramon,16
09/02/2017,Nazareth,17
09/02/2017,Qazrin,17
09/02/2017,Tel Aviv,18
09/02/2017,Tiberias,19
09/02/2017,Zefat,14
10/02/2017,Afula,20
10/02/2017,Ashdod,19
10/02/2017,Beer Sheva,22
10/02/2017,Bet Shean,22
10/02/2017,Elat,25
10/02/2017,En Gedi,25
10/02/2017,Haifa,19
10/02/2017,Jerusalem,16
10/02/2017,Lod,22
10/02/2017,Mizpe Ramon,17
10/02/2017,Nazareth,18
10/02/2017,Qazrin,18
10/02/2017,Tel Aviv,22
10/02/2017,Tiberias,23
10/02/2017,Zefat,14
11/02/2017,Afula,22
11/02/2017,Ashdod,18
11/02/2017,Beer Sheva,19
11/02/2017,Bet Shean,21
11/02/2017,Elat,23
11/02/2017,En Gedi,24
11/02/2017,Haifa,18
11/02/2017,Jerusalem,15
11/02/2017,Lod,19
11/02/2017,Mizpe Ramon,16
11/02/2017,Nazareth,18
11/02/2017,Qazrin,18
11/02/2017,Tel Aviv,17
11/02/2017,Tiberias,21
11/02/2017,Zefat,14
12/02/2017,Afula,17
12/02/2017,Ashdod,17
12/02/2017,Beer Sheva,16
12/02/2017,Bet Shean,18
12/02/2017,Elat,23
12/02/2017,En Gedi,21
12/02/2017,Haifa,15
12/02/2017,Jerusalem,10
12/02/2017,Lod,16
12/02/2017,Mizpe Ramon,14
12/02/2017,Nazareth,14
12/02/2017,Qazrin,14
12/02/2017,Tel Aviv,17
12/02/2017,Tiberias,16
12/02/2017,Zefat,9
13/02/2017,Afula,16
13/02/2017,Ashdod,16
13/02/2017,Beer Sheva,15
13/02/2017,Bet Shean,16
13/02/2017,Elat,21
13/02/2017,En Gedi,21
13/02/2017,Haifa,13
13/02/2017,Jerusalem,11
13/02/2017,Lod,16
13/02/2017,Mizpe Ramon,13
13/02/2017,Nazareth,13
13/02/2017,Qazrin,12
13/02/2017,Tel Aviv,15
13/02/2017,Tiberias,16
13/02/2017,Zefat,8
14/02/2017,Afula,15
14/02/2017,Ashdod,15
14/02/2017,Beer Sheva,15
14/02/2017,Bet Shean,14
14/02/2017,Elat,22
14/02/2017,En Gedi,21
14/02/2017,Haifa,13
14/02/2017,Jerusalem,7
14/02/2017,Lod,14
14/02/2017,Mizpe Ramon,12
14/02/2017,Nazareth,10
14/02/2017,Qazrin,10
14/02/2017,Tel Aviv,12
14/02/2017,Tiberias,15
14/02/2017,Zefat,6
15/02/2017,Afula,13
15/02/2017,Ashdod,15
15/02/2017,Beer Sheva,12
15/02/2017,Bet Shean,15
15/02/2017,Elat,20
15/02/2017,En Gedi,18
15/02/2017,Haifa,13
15/02/2017,Jerusalem,9
15/02/2017,Lod,14
15/02/2017,Mizpe Ramon,10
15/02/2017,Nazareth,11
15/02/2017,Qazrin,11
15/02/2017,Tel Aviv,13
15/02/2017,Tiberias,17
15/02/2017,Zefat,7
16/02/2017,Afula,12
16/02/2017,Ashdod,13
16/02/2017,Beer Sheva,8
16/02/2017,Bet Shean,12
16/02/2017,Elat,16
16/02/2017,En Gedi,15
16/02/2017,Haifa,11
16/02/2017,Jerusalem,5
16/02/2017,Lod,12
16/02/2017,Mizpe Ramon,7
16/02/2017,Nazareth,10
16/02/2017,Qazrin,9
16/02/2017,Tel Aviv,11
16/02/2017,Tiberias,13
16/02/2017,Zefat,4
17/02/2017,Afula,14
17/02/2017,Ashdod,15
17/02/2017,Beer Sheva,14
17/02/2017,Bet Shean,16
17/02/2017,Elat,17
17/02/2017,En Gedi,18
17/02/2017,Haifa,12
17/02/2017,Jerusalem,9
17/02/2017,Lod,14
17/02/2017,Mizpe Ramon,9
17/02/2017,Nazareth,11
17/02/2017,Qazrin,11
17/02/2017,Tel Aviv,14
17/02/2017,Tiberias,16
17/02/2017,Zefat,7
18/02/2017,Afula,16
18/02/2017,Ashdod,16
18/02/2017,Beer Sheva,16
18/02/2017,Bet Shean,18
18/02/2017,Elat,21
18/02/2017,En Gedi,20
18/02/2017,Haifa,15
18/02/2017,Jerusalem,11
18/02/2017,Lod,17
18/02/2017,Mizpe Ramon,11
18/02/2017,Nazareth,13
18/02/2017,Qazrin,14
18/02/2017,Tel Aviv,17
18/02/2017,Tiberias,19
18/02/2017,Zefat,9
19/02/2017,Afula,18
19/02/2017,Ashdod,18
19/02/2017,Beer Sheva,20
19/02/2017,Bet Shean,20
19/02/2017,Elat,25
19/02/2017,En Gedi,23
19/02/2017,Haifa,16
19/02/2017,Jerusalem,14
19/02/2017,Lod,21
19/02/2017,Mizpe Ramon,14
19/02/2017,Nazareth,15
19/02/2017,Qazrin,16
19/02/2017,Tel Aviv,21
19/02/2017,Tiberias,21
19/02/2017,Zefat,10
20/02/2017,Afula,19
20/02/2017,Ashdod,17
20/02/2017,Beer Sheva,20
20/02/2017,Bet Shean,22
20/02/2017,Elat,23
20/02/2017,En Gedi,23
20/02/2017,Haifa,17
20/02/2017,Jerusalem,16
20/02/2017,Lod,18
20/02/2017,Mizpe Ramon,16
20/02/2017,Nazareth,17
20/02/2017,Qazrin,17
20/02/2017,Tel Aviv,17
20/02/2017,Tiberias,23
20/02/2017,Zefat,12
21/02/2017,Afula,19
21/02/2017,Ashdod,17
21/02/2017,Beer Sheva,18
21/02/2017,Bet Shean,21
21/02/2017,Elat,22
21/02/2017,En Gedi,21
21/02/2017,Haifa,15
21/02/2017,Jerusalem,15
21/02/2017,Lod,19
21/02/2017,Mizpe Ramon,14
21/02/2017,Nazareth,16
21/02/2017,Qazrin,17
21/02/2017,Tel Aviv,17
21/02/2017,Tiberias,20
21/02/2017,Zefat,15
22/02/2017,Afula,17
22/02/2017,Ashdod,16
22/02/2017,Beer Sheva,14
22/02/2017,Bet Shean,19
22/02/2017,Elat,20
22/02/2017,En Gedi,20
22/02/2017,Haifa,15
22/02/2017,Jerusalem,15
22/02/2017,Lod,17
22/02/2017,Mizpe Ramon,13
22/02/2017,Nazareth,16
22/02/2017,Qazrin,18
22/02/2017,Tel Aviv,16
22/02/2017,Tiberias,18
22/02/2017,Zefat,12
23/02/2017,Afula,20
23/02/2017,Ashdod,18
23/02/2017,Beer Sheva,19
23/02/2017,Bet Shean,22
23/02/2017,Elat,22
23/02/2017,En Gedi,22
23/02/2017,Haifa,17
23/02/2017,Jerusalem,15
23/02/2017,Lod,21
23/02/2017,Mizpe Ramon,14
23/02/2017,Nazareth,18
23/02/2017,Qazrin,18
23/02/2017,Tel Aviv,18
23/02/2017,Tiberias,21
23/02/2017,Zefat,15
24/02/2017,Afula,23
24/02/2017,Ashdod,18
24/02/2017,Beer Sheva,24
24/02/2017,Bet Shean,22
24/02/2017,Elat,27
24/02/2017,En Gedi,24
24/02/2017,Haifa,17
24/02/2017,Jerusalem,19
24/02/2017,Lod,20
24/02/2017,Mizpe Ramon,18
24/02/2017,Nazareth,20
24/02/2017,Qazrin,20
24/02/2017,Tel Aviv,18
24/02/2017,Tiberias,23
24/02/2017,Zefat,18
25/02/2017,Afula,22
25/02/2017,Ashdod,18
25/02/2017,Beer Sheva,25
25/02/2017,Bet Shean,23
25/02/2017,Elat,30
25/02/2017,En Gedi,26
25/02/2017,Haifa,23
25/02/2017,Jerusalem,20
25/02/2017,Lod,22
25/02/2017,Mizpe Ramon,20
25/02/2017,Nazareth,22
25/02/2017,Qazrin,22
25/02/2017,Tel Aviv,21
25/02/2017,Tiberias,23
25/02/2017,Zefat,18
26/02/2017,Afula,25
26/02/2017,Ashdod,18
26/02/2017,Beer Sheva,23
26/02/2017,Bet Shean,26
26/02/2017,Elat,30
26/02/2017,En Gedi,26
26/02/2017,Haifa,22
26/02/2017,Jerusalem,22
26/02/2017,Lod,22
26/02/2017,Mizpe Ramon,23
26/02/2017,Nazareth,23
26/02/2017,Qazrin,23
26/02/2017,Tel Aviv,20
26/02/2017,Tiberias,25
26/02/2017,Zefat,18
27/02/2017,Afula,24
27/02/2017,Ashdod,18
27/02/2017,Beer Sheva,28
27/02/2017,Bet Shean,27
27/02/2017,Elat,31
27/02/2017,En Gedi,27
27/02/2017,Haifa,24
27/02/2017,Jerusalem,23
27/02/2017,Lod,23
27/02/2017,Mizpe Ramon,23
27/02/2017,Nazareth,23
27/02/2017,Qazrin,24
27/02/2017,Tel Aviv,23
27/02/2017,Tiberias,28
27/02/2017,Zefat,19
28/02/2017,Afula,22
28/02/2017,Ashdod,21
28/02/2017,Beer Sheva,26
28/02/2017,Bet Shean,23
28/02/2017,Elat,31
28/02/2017,En Gedi,28
28/02/2017,Haifa,22
28/02/2017,Jerusalem,21
28/02/2017,Lod,26
28/02/2017,Mizpe Ramon,22
28/02/2017,Nazareth,21
28/02/2017,Qazrin,21
28/02/2017,Tel Aviv,24
28/02/2017,Tiberias,24
28/02/2017,Zefat,17
01/03/2017,Afula,17
01/03/2017,Ashdod,21
01/03/2017,Beer Sheva,23
01/03/2017,Bet Shean,19
01/03/2017,Elat,26
01/03/2017,En Gedi,24
01/03/2017,Haifa,17
01/03/2017,Jerusalem,16
01/03/2017,Lod,20
01/03/2017,Mizpe Ramon,21
01/03/2017,Nazareth,16
01/03/2017,Qazrin,15
01/03/2017,Tel Aviv,19
01/03/2017,Tiberias,20
01/03/2017,Zefat,12
02/03/2017,Afula,21
02/03/2017,Ashdod,19
02/03/2017,Beer Sheva,20
02/03/2017,Bet Shean,23
02/03/2017,Elat,26
