Time,Basis date,Validity date,City,Persist. value,EC,CO,C3,OH
2,26-12-16,27-12-16,Haifa,8,7,9,9,8
1,27-12-16,27-12-16,Jerusalem,4,6,7,5,6
2,26-12-16,27-12-16,Jerusalem,4,5,7,5,6
1,27-12-16,27-12-16,Lod,10,8,10,8,9
2,26-12-16,27-12-16,Lod,10,7,10,9,9
1,27-12-16,27-12-16,Mizpe Ramon,5,5,6,5,5
2,26-12-16,27-12-16,Mizpe Ramon,5,5,7,4,6
1,27-12-16,27-12-16,Nazareth,6,6,7,6,6
2,26-12-16,27-12-16,Nazareth,6,6,7,7,6
1,27-12-16,27-12-16,Qazrin,6,6,8,6,5
2,26-12-16,27-12-16,Qazrin,6,6,7,7,6
1,27-12-16,27-12-16,Tel Aviv,8,9,9,8,9
2,26-12-16,27-12-16,Tel Aviv,8,9,9,8,9
1,27-12-16,27-12-16,Tiberias,11,9,11,8,6
2,26-12-16,27-12-16,Tiberias,11,9,11,10,6
1,27-12-16,27-12-16,Zefat,2,5,7,4,5
2,26-12-16,27-12-16,Zefat,2,5,7,4,6
1,28-12-16,28-12-16,Afula,4,6,8,6,7
2,27-12-16,28-12-16,Afula,4,6,7,6,8
1,28-12-16,28-12-16,Ashdod,10,8,9,10,10
2,27-12-16,28-12-16,Ashdod,10,11,9,9,10
1,28-12-16,28-12-16,Beer Sheva,8,6,6,7,6
2,27-12-16,28-12-16,Beer Sheva,8,6,7,7,6
1,28-12-16,28-12-16,Bet Shean,7,6,8,6,7
2,27-12-16,28-12-16,Bet Shean,7,6,7,7,9
1,28-12-16,28-12-16,Elat,8,9,9,8,10
2,27-12-16,28-12-16,Elat,8,9,8,7,10
1,28-12-16,28-12-16,En Gedi,13,12,12,11,12
2,27-12-16,28-12-16,En Gedi,13,12,11,11,12
1,28-12-16,28-12-16,Haifa,7,8,9,8,8
2,27-12-16,28-12-16,Haifa,7,8,7,9,9
1,28-12-16,28-12-16,Jerusalem,5,5,6,5,6
2,27-12-16,28-12-16,Jerusalem,5,4,6,6,7
1,28-12-16,28-12-16,Lod,9,8,10,8,8
2,27-12-16,28-12-16,Lod,9,8,9,9,8
1,28-12-16,28-12-16,Mizpe Ramon,4,3,6,4,6
2,27-12-16,28-12-16,Mizpe Ramon,4,3,6,6,6
1,28-12-16,28-12-16,Nazareth,6,6,6,7,6
2,27-12-16,28-12-16,Nazareth,6,6,6,7,8
1,28-12-16,28-12-16,Qazrin,6,5,6,5,7
2,27-12-16,28-12-16,Qazrin,6,5,6,6,7
1,28-12-16,28-12-16,Tel Aviv,9,9,9,7,8
2,27-12-16,28-12-16,Tel Aviv,9,9,8,7,8
1,28-12-16,28-12-16,Tiberias,9,9,10,8,6
2,27-12-16,28-12-16,Tiberias,9,9,9,11,7
1,28-12-16,28-12-16,Zefat,2,4,5,3,7
2,27-12-16,28-12-16,Zefat,2,4,5,3,7
1,29-12-16,29-12-16,Afula,4,8,8,7,10
2,28-12-16,29-12-16,Afula,4,8,8,7,8
1,29-12-16,29-12-16,Ashdod,9,12,9,11,12
2,28-12-16,29-12-16,Ashdod,9,12,9,11,12
1,29-12-16,29-12-16,Beer Sheva,4,7,7,7,7
2,28-12-16,29-12-16,Beer Sheva,4,8,7,9,8
1,29-12-16,29-12-16,Bet Shean,6,10,9,7,10
2,28-12-16,29-12-16,Bet Shean,6,10,8,9,10
1,29-12-16,29-12-16,Elat,8,9,9,8,9
2,28-12-16,29-12-16,Elat,8,9,10,9,9
1,29-12-16,29-12-16,En Gedi,10,13,13,11,14
2,28-12-16,29-12-16,En Gedi,10,13,13,12,14
1,29-12-16,29-12-16,Haifa,9,9,10,9,10
2,28-12-16,29-12-16,Haifa,9,10,9,9,9
1,29-12-16,29-12-16,Jerusalem,6,6,6,6,8
2,28-12-16,29-12-16,Jerusalem,6,6,6,7,8
1,29-12-16,29-12-16,Lod,7,9,9,9,10
2,28-12-16,29-12-16,Lod,7,9,9,10,10
1,29-12-16,29-12-16,Mizpe Ramon,4,5,6,5,6
2,28-12-16,29-12-16,Mizpe Ramon,4,5,5,7,6
1,29-12-16,29-12-16,Nazareth,7,8,7,8,8
2,28-12-16,29-12-16,Nazareth,7,8,7,8,8
1,29-12-16,29-12-16,Qazrin,7,5,7,5,8
2,28-12-16,29-12-16,Qazrin,7,6,7,7,8
1,29-12-16,29-12-16,Tel Aviv,8,10,8,8,10
2,28-12-16,29-12-16,Tel Aviv,8,11,9,9,10
1,29-12-16,29-12-16,Tiberias,11,10,10,8,8
2,28-12-16,29-12-16,Tiberias,11,10,9,10,8
1,29-12-16,29-12-16,Zefat,3,6,6,4,8
2,28-12-16,29-12-16,Zefat,3,7,6,5,8
1,30-12-16,30-12-16,Afula,8,7,7,7,9
2,29-12-16,30-12-16,Afula,8,7,8,6,9
1,30-12-16,30-12-16,Ashdod,12,12,11,12,11
2,29-12-16,30-12-16,Ashdod,12,12,11,9,12
1,30-12-16,30-12-16,Beer Sheva,4,6,7,9,7
2,29-12-16,30-12-16,Beer Sheva,4,6,7,8,8
1,30-12-16,30-12-16,Bet Shean,6,7,8,8,10
2,29-12-16,30-12-16,Bet Shean,6,7,9,6,9
1,30-12-16,30-12-16,Elat,10,10,8,11,8
2,29-12-16,30-12-16,Elat,10,10,9,8,9
1,30-12-16,30-12-16,En Gedi,12,12,12,12,13
2,29-12-16,30-12-16,En Gedi,12,12,13,11,13
1,30-12-16,30-12-16,Haifa,10,8,8,9,8
2,29-12-16,30-12-16,Haifa,10,8,9,9,8
1,30-12-16,30-12-16,Jerusalem,6,6,7,6,6
2,29-12-16,30-12-16,Jerusalem,6,6,6,6,7
1,30-12-16,30-12-16,Lod,11,7,9,9,9
2,29-12-16,30-12-16,Lod,11,8,9,7,9
1,30-12-16,30-12-16,Mizpe Ramon,5,4,6,5,6
2,29-12-16,30-12-16,Mizpe Ramon,5,4,6,6,7
1,30-12-16,30-12-16,Nazareth,8,6,6,7,7
2,29-12-16,30-12-16,Nazareth,8,6,7,6,7
1,30-12-16,30-12-16,Qazrin,7,5,6,7,6
2,29-12-16,30-12-16,Qazrin,7,5,7,5,6
1,30-12-16,30-12-16,Tel Aviv,11,9,8,8,9
2,29-12-16,30-12-16,Tel Aviv,11,9,8,7,9
1,30-12-16,30-12-16,Tiberias,11,8,9,12,7
2,29-12-16,30-12-16,Tiberias,11,8,9,8,6
1,30-12-16,30-12-16,Zefat,5,5,5,4,6
2,29-12-16,30-12-16,Zefat,5,4,5,4,6
1,31-12-16,31-12-16,Afula,3,5,7,9,6
2,30-12-16,31-12-16,Afula,3,6,8,7,6
1,31-12-16,31-12-16,Ashdod,10,11,10,11,9
2,30-12-16,31-12-16,Ashdod,10,11,10,10,9
1,31-12-16,31-12-16,Beer Sheva,4,3,6,6,5
2,30-12-16,31-12-16,Beer Sheva,4,3,6,7,5
1,31-12-16,31-12-16,Bet Shean,4,7,7,9,9
2,30-12-16,31-12-16,Bet Shean,4,6,8,8,7
1,31-12-16,31-12-16,Elat,9,9,8,6,9
2,30-12-16,31-12-16,Elat,9,10,8,5,7
1,31-12-16,31-12-16,En Gedi,12,12,11,10,11
2,30-12-16,31-12-16,En Gedi,12,12,11,10,11
1,31-12-16,31-12-16,Haifa,9,6,8,9,7
2,30-12-16,31-12-16,Haifa,9,6,8,8,6
1,31-12-16,31-12-16,Jerusalem,6,4,5,5,4
2,30-12-16,31-12-16,Jerusalem,6,4,5,4,5
1,31-12-16,31-12-16,Lod,8,6,9,8,7
2,30-12-16,31-12-16,Lod,8,5,9,8,7
1,31-12-16,31-12-16,Mizpe Ramon,4,2,5,3,4
2,30-12-16,31-12-16,Mizpe Ramon,4,3,4,4,4
1,31-12-16,31-12-16,Nazareth,6,5,6,8,5
2,30-12-16,31-12-16,Nazareth,6,6,6,6,5
1,31-12-16,31-12-16,Qazrin,5,5,6,6,4
2,30-12-16,31-12-16,Qazrin,5,4,6,5,4
1,31-12-16,31-12-16,Tel Aviv,9,7,8,8,7
2,30-12-16,31-12-16,Tel Aviv,9,7,8,8,7
1,31-12-16,31-12-16,Tiberias,9,7,9,11,5
2,30-12-16,31-12-16,Tiberias,9,8,9,8,5
1,31-12-16,31-12-16,Zefat,3,4,5,5,4
2,30-12-16,31-12-16,Zefat,3,4,5,4,4
1,01-01-17,01-01-17,Afula,5,6,7,7,7
2,31-12-16,01-01-17,Afula,5,5,7,6,6
1,01-01-17,01-01-17,Ashdod,9,11,10,9,10
2,31-12-16,01-01-17,Ashdod,9,11,10,9,10
1,01-01-17,01-01-17,Beer Sheva,3,5,6,6,7
2,31-12-16,01-01-17,Beer Sheva,3,5,6,7,5
1,01-01-17,01-01-17,Bet Shean,6,8,7,7,7
2,31-12-16,01-01-17,Bet Shean,6,6,8,8,8
1,01-01-17,01-01-17,Elat,11,7,7,5,9
2,31-12-16,01-01-17,Elat,11,8,7,7,9
1,01-01-17,01-01-17,En Gedi,13,11,11,10,12
2,31-12-16,01-01-17,En Gedi,13,12,12,11,12
1,01-01-17,01-01-17,Haifa,6,9,8,8,7
2,31-12-16,01-01-17,Haifa,6,7,8,8,7
1,01-01-17,01-01-17,Jerusalem,4,5,6,4,5
2,31-12-16,01-01-17,Jerusalem,4,6,5,5,5
1,01-01-17,01-01-17,Lod,7,7,9,8,8
2,31-12-16,01-01-17,Lod,7,7,9,9,7
1,01-01-17,01-01-17,Mizpe Ramon,3,2,5,3,5
2,31-12-16,01-01-17,Mizpe Ramon,3,2,5,4,5
1,01-01-17,01-01-17,Nazareth,7,6,6,6,5
2,31-12-16,01-01-17,Nazareth,7,6,6,6,6
1,01-01-17,01-01-17,Qazrin,4,7,5,6,5
2,31-12-16,01-01-17,Qazrin,4,5,6,6,6
1,01-01-17,01-01-17,Tel Aviv,8,9,8,7,8
2,31-12-16,01-01-17,Tel Aviv,8,8,9,8,7
1,01-01-17,01-01-17,Tiberias,7,8,8,10,5
2,31-12-16,01-01-17,Tiberias,8,8,9,9,5
1,01-01-17,01-01-17,Zefat,4,4,4,3,5
2,31-12-16,01-01-17,Zefat,4,5,5,3,6
1,02-01-17,02-01-17,Afula,5,7,8,8,8
2,01-01-17,02-01-17,Afula,5,7,8,7,8
1,02-01-17,02-01-17,Ashdod,10,12,10,11,11
2,01-01-17,02-01-17,Ashdod,10,11,11,10,11
1,02-01-17,02-01-17,Beer Sheva,3,6,6,8,6
2,01-01-17,02-01-17,Beer Sheva,3,6,6,7,6
1,02-01-17,02-01-17,Bet Shean,7,7,9,11,8
2,01-01-17,02-01-17,Bet Shean,7,7,10,8,9
1,02-01-17,02-01-17,Elat,6,10,8,4,9
2,01-01-17,02-01-17,Elat,6,10,8,6,6
1,02-01-17,02-01-17,En Gedi,11,13,12,12,13
2,01-01-17,02-01-17,En Gedi,11,12,12,11,12
1,02-01-17,02-01-17,Haifa,9,8,9,9,8
2,01-01-17,02-01-17,Haifa,9,8,10,9,8
1,02-01-17,02-01-17,Jerusalem,5,6,6,5,6
2,01-01-17,02-01-17,Jerusalem,5,6,6,5,6
1,02-01-17,02-01-17,Lod,9,8,9,8,10
2,01-01-17,02-01-17,Lod,9,8,9,8,9
1,02-01-17,02-01-17,Mizpe Ramon,3,3,5,4,4
2,01-01-17,02-01-17,Mizpe Ramon,3,2,5,5,4
1,02-01-17,02-01-17,Nazareth,6,6,6,8,6
2,01-01-17,02-01-17,Nazareth,6,5,7,8,5
1,02-01-17,02-01-17,Qazrin,4,8,7,7,7
2,01-01-17,02-01-17,Qazrin,4,6,7,5,6
1,02-01-17,02-01-17,Tel Aviv,9,9,8,7,10
2,01-01-17,02-01-17,Tel Aviv,9,9,8,8,9
1,02-01-17,02-01-17,Tiberias,9,9,10,12,6
2,01-01-17,02-01-17,Tiberias,9,9,10,9,6
1,02-01-17,02-01-17,Zefat,4,5,6,4,7
2,01-01-17,02-01-17,Zefat,4,4,7,4,6
1,03-01-17,03-01-17,Afula,6,7,9,10,7
2,02-01-17,03-01-17,Afula,6,7,9,9,7
1,03-01-17,03-01-17,Ashdod,10,12,12,11,10
2,02-01-17,03-01-17,Ashdod,10,12,11,11,10
1,03-01-17,03-01-17,Beer Sheva,6,6,7,8,6
2,02-01-17,03-01-17,Beer Sheva,6,6,7,8,6
1,03-01-17,03-01-17,Bet Shean,7,8,11,11,6
2,02-01-17,03-01-17,Bet Shean,7,7,10,10,9
1,03-01-17,03-01-17,Elat,7,10,8,6,10
2,02-01-17,03-01-17,Elat,7,10,8,7,7
1,03-01-17,03-01-17,En Gedi,12,13,14,10,11
2,02-01-17,03-01-17,En Gedi,12,12,13,11,12
1,03-01-17,03-01-17,Haifa,8,9,10,9,8
2,02-01-17,03-01-17,Haifa,8,9,10,9,8
1,03-01-17,03-01-17,Jerusalem,6,6,7,6,5
2,02-01-17,03-01-17,Jerusalem,6,6,7,6,6
1,03-01-17,03-01-17,Lod,9,7,10,9,8
2,02-01-17,03-01-17,Lod,9,8,10,10,8
1,03-01-17,03-01-17,Mizpe Ramon,4,3,6,4,5
2,02-01-17,03-01-17,Mizpe Ramon,4,3,5,5,5
1,03-01-17,03-01-17,Nazareth,7,7,8,9,6
2,02-01-17,03-01-17,Nazareth,7,7,8,8,6
1,03-01-17,03-01-17,Qazrin,6,6,8,8,5
2,02-01-17,03-01-17,Qazrin,6,5,8,7,6
1,03-01-17,03-01-17,Tel Aviv,10,8,9,9,8
2,02-01-17,03-01-17,Tel Aviv,10,8,10,9,8
1,03-01-17,03-01-17,Tiberias,10,10,11,12,6
2,02-01-17,03-01-17,Tiberias,10,9,11,10,6
1,03-01-17,03-01-17,Zefat,4,5,7,5,6
2,02-01-17,03-01-17,Zefat,4,5,7,5,6
1,04-01-17,04-01-17,Afula,5,8,11,10,7
2,03-01-17,04-01-17,Afula,5,7,10,9,7
1,04-01-17,04-01-17,Ashdod,11,12,11,11,10
2,03-01-17,04-01-17,Ashdod,11,12,12,12,10
1,04-01-17,04-01-17,Beer Sheva,4,6,7,9,7
2,03-01-17,04-01-17,Beer Sheva,4,6,8,8,6
1,04-01-17,04-01-17,Bet Shean,6,8,11,11,7
2,03-01-17,04-01-17,Bet Shean,6,8,12,9,9
1,04-01-17,04-01-17,Elat,10,10,9,9,8
2,03-01-17,04-01-17,Elat,10,10,9,8,7
1,04-01-17,04-01-17,En Gedi,13,12,14,12,12
2,03-01-17,04-01-17,En Gedi,13,13,14,12,12
1,04-01-17,04-01-17,Haifa,9,10,11,11,9
2,03-01-17,04-01-17,Haifa,9,10,11,10,9
1,04-01-17,04-01-17,Jerusalem,7,6,7,6,6
2,03-01-17,04-01-17,Jerusalem,7,6,7,6,6
1,04-01-17,04-01-17,Lod,9,9,10,11,9
2,03-01-17,04-01-17,Lod,9,8,11,11,9
1,04-01-17,04-01-17,Mizpe Ramon,4,5,5,6,6
2,03-01-17,04-01-17,Mizpe Ramon,4,5,5,5,6
1,04-01-17,04-01-17,Nazareth,7,8,9,9,7
2,03-01-17,04-01-17,Nazareth,7,9,9,9,7
1,04-01-17,04-01-17,Qazrin,6,6,9,7,8
2,03-01-17,04-01-17,Qazrin,6,5,9,8,7
1,04-01-17,04-01-17,Tel Aviv,10,10,9,9,9
2,03-01-17,04-01-17,Tel Aviv,10,9,11,10,9
1,04-01-17,04-01-17,Tiberias,10,10,12,13,7
2,03-01-17,04-01-17,Tiberias,10,9,12,11,7
1,04-01-17,04-01-17,Zefat,4,7,9,6,7
2,03-01-17,04-01-17,Zefat,4,7,8,6,7
1,05-01-17,05-01-17,Afula,5,8,9,8,9
2,04-01-17,05-01-17,Afula,5,8,9,8,8
1,05-01-17,05-01-17,Ashdod,10,11,11,12,11
2,04-01-17,05-01-17,Ashdod,10,8,13,10,10
1,05-01-17,05-01-17,Beer Sheva,5,9,10,12,10
2,04-01-17,05-01-17,Beer Sheva,5,9,11,12,10
1,05-01-17,05-01-17,Bet Shean,6,6,9,9,10
2,04-01-17,05-01-17,Bet Shean,6,6,9,10,10
1,05-01-17,05-01-17,Elat,8,12,13,12,11
2,04-01-17,05-01-17,Elat,8,12,13,12,11
1,05-01-17,05-01-17,En Gedi,14,13,16,13,14
2,04-01-17,05-01-17,En Gedi,14,14,16,14,13
1,05-01-17,05-01-17,Haifa,9,10,10,8,10
2,04-01-17,05-01-17,Haifa,9,11,10,8,12
1,05-01-17,05-01-17,Jerusalem,7,6,8,6,9
2,04-01-17,05-01-17,Jerusalem,7,7,8,7,9
1,05-01-17,05-01-17,Lod,9,10,11,9,13
2,04-01-17,05-01-17,Lod,9,10,12,8,12
1,05-01-17,05-01-17,Mizpe Ramon,3,4,9,8,8
2,04-01-17,05-01-17,Mizpe Ramon,3,4,9,7,8
1,05-01-17,05-01-17,Nazareth,8,9,9,8,10
2,04-01-17,05-01-17,Nazareth,8,11,9,9,10
1,05-01-17,05-01-17,Qazrin,7,8,9,8,10
2,04-01-17,05-01-17,Qazrin,7,8,8,9,9
1,05-01-17,05-01-17,Tel Aviv,9,9,10,9,13
2,04-01-17,05-01-17,Tel Aviv,9,7,10,10,12
1,05-01-17,05-01-17,Tiberias,10,12,12,11,10
2,04-01-17,05-01-17,Tiberias,10,12,12,13,13
1,05-01-17,05-01-17,Zefat,5,7,9,6,10
2,04-01-17,05-01-17,Zefat,5,7,9,6,9
1,06-01-17,06-01-17,Afula,5,5,9,6,8
2,05-01-17,06-01-17,Afula,5,5,9,7,8
1,06-01-17,06-01-17,Ashdod,9,12,9,10,12
2,05-01-17,06-01-17,Ashdod,9,12,9,10,12
1,06-01-17,06-01-17,Beer Sheva,5,6,6,8,8
2,05-01-17,06-01-17,Beer Sheva,5,5,6,8,8
1,06-01-17,06-01-17,Bet Shean,6,6,9,7,10
2,05-01-17,06-01-17,Bet Shean,6,6,9,8,9
1,06-01-17,06-01-17,Elat,11,11,11,10,9
2,05-01-17,06-01-17,Elat,11,11,11,9,9
1,06-01-17,06-01-17,En Gedi,17,12,12,12,13
2,05-01-17,06-01-17,En Gedi,17,13,13,11,13
1,06-01-17,06-01-17,Haifa,9,10,9,9,11
2,05-01-17,06-01-17,Haifa,9,10,10,9,12
1,06-01-17,06-01-17,Jerusalem,6,7,7,6,9
2,05-01-17,06-01-17,Jerusalem,6,7,7,6,8
1,06-01-17,06-01-17,Lod,6,9,9,8,8
2,05-01-17,06-01-17,Lod,6,9,9,9,7
1,06-01-17,06-01-17,Mizpe Ramon,6,5,7,6,7
2,05-01-17,06-01-17,Mizpe Ramon,6,5,7,7,7
1,06-01-17,06-01-17,Nazareth,9,7,7,5,7
2,05-01-17,06-01-17,Nazareth,9,7,8,7,9
1,06-01-17,06-01-17,Qazrin,9,6,7,5,8
2,05-01-17,06-01-17,Qazrin,9,6,7,6,9
1,06-01-17,06-01-17,Tel Aviv,11,9,8,7,8
2,05-01-17,06-01-17,Tel Aviv,11,8,8,8,10
1,06-01-17,06-01-17,Tiberias,14,8,10,7,7
2,05-01-17,06-01-17,Tiberias,14,8,9,10,8
1,06-01-17,06-01-17,Zefat,6,6,6,4,8
2,05-01-17,06-01-17,Zefat,6,6,6,5,9
1,07-01-17,07-01-17,Afula,3,9,8,8,9
2,06-01-17,07-01-17,Afula,3,9,8,9,10
1,07-01-17,07-01-17,Ashdod,10,11,8,9,11
2,06-01-17,07-01-17,Ashdod,10,8,8,9,11
1,07-01-17,07-01-17,Beer Sheva,4,5,5,5,6
2,06-01-17,07-01-17,Beer Sheva,4,5,5,5,6
1,07-01-17,07-01-17,Bet Shean,4,8,8,10,13
2,06-01-17,07-01-17,Bet Shean,4,7,9,8,12
1,07-01-17,07-01-17,Elat,9,9,7,8,8
2,06-01-17,07-01-17,Elat,9,9,7,7,7
1,07-01-17,07-01-17,En Gedi,11,12,12,9,13
2,06-01-17,07-01-17,En Gedi,11,12,12,9,13
1,07-01-17,07-01-17,Haifa,11,11,7,7,12
2,06-01-17,07-01-17,Haifa,11,10,8,9,11
1,07-01-17,07-01-17,Jerusalem,8,5,4,4,6
2,06-01-17,07-01-17,Jerusalem,8,5,5,4,6
1,07-01-17,07-01-17,Lod,8,7,7,8,9
2,06-01-17,07-01-17,Lod,8,7,7,8,9
1,07-01-17,07-01-17,Mizpe Ramon,7,3,4,3,5
2,06-01-17,07-01-17,Mizpe Ramon,7,3,4,4,6
1,07-01-17,07-01-17,Nazareth,9,8,6,7,7
2,06-01-17,07-01-17,Nazareth,9,8,6,6,7
1,07-01-17,07-01-17,Qazrin,7,6,6,6,6
2,06-01-17,07-01-17,Qazrin,7,6,6,4,7
1,07-01-17,07-01-17,Tel Aviv,11,10,7,6,11
2,06-01-17,07-01-17,Tel Aviv,11,10,7,7,9
1,07-01-17,07-01-17,Tiberias,10,9,8,8,8
2,06-01-17,07-01-17,Tiberias,10,9,8,9,7
1,07-01-17,07-01-17,Zefat,6,5,4,3,6
2,06-01-17,07-01-17,Zefat,6,5,5,2,7
1,08-01-17,08-01-17,Afula,8,7,7,9,8
2,07-01-17,08-01-17,Afula,8,8,7,9,8
1,08-01-17,08-01-17,Ashdod,12,9,8,9,11
2,07-01-17,08-01-17,Ashdod,12,12,9,9,11
1,08-01-17,08-01-17,Beer Sheva,6,5,4,5,5
2,07-01-17,08-01-17,Beer Sheva,6,5,4,5,5
1,08-01-17,08-01-17,Bet Shean,9,9,9,9,11
2,07-01-17,08-01-17,Bet Shean,9,9,9,8,11
1,08-01-17,08-01-17,Elat,7,8,7,9,9
2,07-01-17,08-01-17,Elat,7,8,7,8,9
1,08-01-17,08-01-17,En Gedi,13,12,11,9,12
2,07-01-17,08-01-17,En Gedi,13,12,11,10,12
1,08-01-17,08-01-17,Haifa,10,9,8,8,10
2,07-01-17,08-01-17,Haifa,10,9,9,9,10
1,08-01-17,08-01-17,Jerusalem,5,5,4,3,5
2,07-01-17,08-01-17,Jerusalem,5,5,4,3,5
1,08-01-17,08-01-17,Lod,10,7,7,7,9
2,07-01-17,08-01-17,Lod,10,7,7,8,9
1,08-01-17,08-01-17,Mizpe Ramon,4,2,2,2,4
2,07-01-17,08-01-17,Mizpe Ramon,4,3,2,3,4
1,08-01-17,08-01-17,Nazareth,9,7,4,6,6
2,07-01-17,08-01-17,Nazareth,9,6,4,8,6
1,08-01-17,08-01-17,Qazrin,9,4,5,5,5
2,07-01-17,08-01-17,Qazrin,9,5,5,7,5
1,08-01-17,08-01-17,Tel Aviv,11,10,7,7,9
2,07-01-17,08-01-17,Tel Aviv,11,11,8,8,11
1,08-01-17,08-01-17,Tiberias,12,8,9,7,6
2,07-01-17,08-01-17,Tiberias,12,8,9,9,6
1,08-01-17,08-01-17,Zefat,4,4,4,1,5
2,07-01-17,08-01-17,Zefat,4,5,4,3,5
1,09-01-17,09-01-17,Afula,10,5,6,6,5
2,08-01-17,09-01-17,Afula,10,5,6,6,6
1,09-01-17,09-01-17,Ashdod,12,7,9,8,9
2,08-01-17,09-01-17,Ashdod,12,10,9,7,8
1,09-01-17,09-01-17,Beer Sheva,7,3,5,4,4
2,08-01-17,09-01-17,Beer Sheva,7,3,5,4,4
1,09-01-17,09-01-17,Bet Shean,11,5,7,6,7
2,08-01-17,09-01-17,Bet Shean,11,4,6,6,8
1,09-01-17,09-01-17,Elat,10,8,7,7,6
2,08-01-17,09-01-17,Elat,10,9,7,5,6
1,09-01-17,09-01-17,En Gedi,13,11,11,9,10
2,08-01-17,09-01-17,En Gedi,13,12,11,9,11
1,09-01-17,09-01-17,Haifa,9,8,6,7,9
2,08-01-17,09-01-17,Haifa,9,8,6,7,10
1,09-01-17,09-01-17,Jerusalem,4,3,4,2,4
2,08-01-17,09-01-17,Jerusalem,4,3,4,3,4
1,09-01-17,09-01-17,Lod,10,6,8,7,5
2,08-01-17,09-01-17,Lod,10,6,7,6,6
1,09-01-17,09-01-17,Mizpe Ramon,4,0,3,4,4
2,08-01-17,09-01-17,Mizpe Ramon,4,1,3,3,4
1,09-01-17,09-01-17,Nazareth,7,6,6,5,5
2,08-01-17,09-01-17,Nazareth,7,5,6,5,6
1,09-01-17,09-01-17,Qazrin,7,4,5,5,5
2,08-01-17,09-01-17,Qazrin,7,5,5,5,5
1,09-01-17,09-01-17,Tel Aviv,12,7,7,5,5
2,08-01-17,09-01-17,Tel Aviv,12,7,7,4,8
1,09-01-17,09-01-17,Tiberias,12,6,8,10,5
2,08-01-17,09-01-17,Tiberias,12,7,8,9,5
1,09-01-17,09-01-17,Zefat,2,3,4,2,5
2,08-01-17,09-01-17,Zefat,2,3,4,2,5
1,10-01-17,10-01-17,Afula,1,5,7,5,6
2,09-01-17,10-01-17,Afula,1,5,7,4,6
1,10-01-17,10-01-17,Ashdod,7,11,10,10,9
2,09-01-17,10-01-17,Ashdod,7,11,9,8,9
1,10-01-17,10-01-17,Beer Sheva,2,3,6,8,5
2,09-01-17,10-01-17,Beer Sheva,2,4,6,7,5
1,10-01-17,10-01-17,Bet Shean,3,6,7,8,9
2,09-01-17,10-01-17,Bet Shean,3,6,7,6,8
1,10-01-17,10-01-17,Elat,7,10,7,5,6
2,09-01-17,10-01-17,Elat,7,10,8,6,6
1,10-01-17,10-01-17,En Gedi,12,13,11,11,11
2,09-01-17,10-01-17,En Gedi,12,13,11,9,10
1,10-01-17,10-01-17,Haifa,4,8,8,8,10
2,09-01-17,10-01-17,Haifa,4,8,8,6,10
1,10-01-17,10-01-17,Jerusalem,4,5,6,6,5
2,09-01-17,10-01-17,Jerusalem,4,5,6,4,6
1,10-01-17,10-01-17,Lod,6,6,8,9,6
2,09-01-17,10-01-17,Lod,6,7,8,6,6
1,10-01-17,10-01-17,Mizpe Ramon,2,2,5,5,4
2,09-01-17,10-01-17,Mizpe Ramon,2,2,5,3,5
1,10-01-17,10-01-17,Nazareth,5,5,7,5,5
2,09-01-17,10-01-17,Nazareth,5,6,6,4,6
1,10-01-17,10-01-17,Qazrin,4,4,5,5,5
2,09-01-17,10-01-17,Qazrin,4,6,6,4,6
1,10-01-17,10-01-17,Tel Aviv,7,7,8,7,9
2,09-01-17,10-01-17,Tel Aviv,7,8,8,5,9
1,10-01-17,10-01-17,Tiberias,7,7,8,10,5
2,09-01-17,10-01-17,Tiberias,7,7,8,7,5
1,10-01-17,10-01-17,Zefat,1,4,5,4,5
2,09-01-17,10-01-17,Zefat,1,4,5,3,6
1,11-01-17,11-01-17,Afula,1,8,9,6,8
2,10-01-17,11-01-17,Afula,1,8,9,6,8
1,11-01-17,11-01-17,Ashdod,8,11,11,8,9
2,10-01-17,11-01-17,Ashdod,8,7,10,8,9
1,11-01-17,11-01-17,Beer Sheva,2,6,8,7,8
2,10-01-17,11-01-17,Beer Sheva,2,6,8,8,7
1,11-01-17,11-01-17,Bet Shean,4,7,9,9,9
2,10-01-17,11-01-17,Bet Shean,4,7,10,9,10
1,11-01-17,11-01-17,Elat,7,11,9,5,9
2,10-01-17,11-01-17,Elat,7,11,9,6,9
1,11-01-17,11-01-17,En Gedi,12,14,15,12,16
2,10-01-17,11-01-17,En Gedi,12,14,14,11,16
1,11-01-17,11-01-17,Haifa,8,8,9,9,11
2,10-01-17,11-01-17,Haifa,8,9,9,8,12
1,11-01-17,11-01-17,Jerusalem,5,7,8,7,7
2,10-01-17,11-01-17,Jerusalem,5,7,8,6,8
1,11-01-17,11-01-17,Lod,5,7,9,7,8
2,10-01-17,11-01-17,Lod,5,7,10,7,8
1,11-01-17,11-01-17,Mizpe Ramon,4,5,6,6,7
2,10-01-17,11-01-17,Mizpe Ramon,4,5,5,6,7
1,11-01-17,11-01-17,Nazareth,7,6,8,6,8
2,10-01-17,11-01-17,Nazareth,7,7,9,6,8
1,11-01-17,11-01-17,Qazrin,2,8,8,8,8
2,10-01-17,11-01-17,Qazrin,2,8,8,7,9
1,11-01-17,11-01-17,Tel Aviv,7,6,8,7,9
2,10-01-17,11-01-17,Tel Aviv,8,7,8,7,9
